left,right,left_correct,right_correct,confidence,approved,source,model,decided_on,note
Charms,*,Charms,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Das Wort steht im Genitiv ('ihres'), was bei dem maskulinen Nomen 'Charme' eine Endung auf -s erfordert (korrekt: 'Charmes'). 'Charms' ist hier die grammatikalisch plausiblere Form als 'Charme', da es"
Chas,*,Chas,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Es handelt sich um einen Eigennamen bzw. eine Namenskürzung (häufig für Charles), die gemäß Regel 3 unverändert bleibt."
Cher,*,Cher,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Bezieht sich auf das französische Département Cher, in dem Ainay-le-Vieil liegt."
Chev,*,Chev,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Militärischer Kontext ('bayer.', 'Lt.', 'Res.') weist eindeutig auf die Abkürzung für 'Chevaulegers' hin."
Chicage,*,Chicago,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Chicago: Bekannter Ortsname; 'Chicage' ist ein typischer OCR-Fehler für 'Chicago'.
Child,*,Child,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Teil des Eigennamens 'Holy Child' (Kloster); 'Chile' ergibt im Kontext keinen Sinn.
Christy,*,Christy,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Eigennamen bleiben stehen; es gibt keinen Hinweis darauf, dass 'y' ein OCR-Fehler für 'l' oder 'a' ist."
Ciand,*,Ciano,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Ciano: Eigenname 'Galeazzo Ciano'; hohe Häufigkeit im Korpus.
Clar,*,Clam,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Clam: Bekannter österreichischer Adelsname (Graf Clam); typischer OCR-Fehler m -> r am Zeilenende.
Clare,*,Clare,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Eigename; explizit in Regel 3 als Beispiel für einen Namen aufgeführt, der nicht zu 'Clara' korrigiert werden darf."
Clark,*,Clark,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Der Kontext ('Mr. Herbert', 'John') belegt eindeutig den männlichen Namen bzw. Nachnamen Clark."
Clau,*,Clam,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Clam: Bekannter Adelsname (Clam-Salm); 'u' am Zeilenende ist ein typischer OCR-Fehler für 'm'.
Claudy,*,Claudy,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Teil einer Aufzählung von Namen, wobei 'Titty' und 'Claudy' als entsprechende Koseformen/Diminutive zusammenpassen."
Clement,*,Clement,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Eigenname nach militärischem Titel (GM.); gemäß Regel 3 bleiben Eigennamen stehen.
Colonne,*,Colonna,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Colonna: Bezug auf die bekannte italienische Adelsfamilie 'Principi Colonna'.
Comtessa,*,Comtessa,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Das Wort ist eine korrekte historische Bezeichnung für eine Gräfin (italienisch) und kommt im Korpus vor; es liegt nicht der beschriebene OCR-Fehler (n/m zu r) vor.
Conrat,*,Conrat,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Gemäß Regel 3 bleiben Eigennamen stehen. Conrat ist eine plausible Schreibweise für einen Familiennamen, auch wenn Conrad im Korpus häufiger vorkommt."
Contesse,*,Contessa,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Standardpaar 'Conte und Contessa' (Graf und Gräfin) sowie deutlich höhere Korpusfrequenz.
Conty,*,Conty,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigenname nach dem Titel 'Mme' (Madame).
Corpo,*,Corpo,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Teil des italienischen Militärtitels 'Gen. di Corpo' (Generale di Corpo d'Armata).
Cousino,*,Cousino,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Teil eines Eigennamens (spanischer Name Señor Adolfo Calderon Cousino)
Croe,*,Croy,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Croy: Bekannter Name einer Adelsfamilie, sehr hohe Korpusfrequenz im Vergleich zu 'Croe'; 'e' am Zeilenende ist ein typischer OCR-Fehler für 'y'."
Curlano,*,Curland,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Curland: Die Familie Biron ist historisch untrennbar mit dem Herzogtum Curland verbunden; 'Curlano' ist hier ein eindeutiger OCR-Fehler am Zeilenende.
Czernig,*,Czernin,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Czernin: Czernin ist ein prominenter österreichischer Adelsname und im Korpus extrem häufig vertreten, während Czernig nicht vorkommt."
Czernir,*,Czernin,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Czernin: Typischer OCR-Fehler (n zu r am Zeilenende); 'Czernin' ist ein häufiger Name im Korpus.
Damer,*,Damen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Damen: Typischer OCR-Fehler (n zu r am Zeilenende); grammatikalisch korrekt nach dem Artikel 'die'.
Damm,*,Damm,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Im ersten Fall handelt es sich um einen Eigennamen; im zweiten Fall erzwingt der maskuline Artikel 'einen' die Form 'Damm'.
Dane,*,Dann,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Im Kontext einer Beschreibung von Personen und Kleidung ('brokat') ist 'dann' als zeitliche oder aufzählende Überleitung am Zeilenende grammatikalisch sehr wahrscheinlich; 'Dane' ergibt in Verbindung
Daniek,*,Daniek,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigenname bleibt gemäß Regel 3 unverändert.
Danile,*,Danilo,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Danilo: Namenskorrektur; 'Danilo' ist ein gebräuchlicher Vorname und im Korpus häufig vertreten.
Dans,*,Dann,*,medium,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Der Doppelpunkt deutet auf den Beginn eines Zitats oder einer Aufzählung hin; 'Dann' ist ein häufiges Einleitungswort für solche Passagen, während 'Dank' grammatikalisch nicht zum Verb 'behaupten' pas"
Darau,*,Daran,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Daran: „Darau“ ist kein existierendes deutsches Wort; „Daran“ ist eine häufige Form und ergibt als Satzbeginn Sinn.
Darbietunger,*,Darbietungen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Darbietungen: Genitiv Plural nach dem Artikel 'der'; typischer OCR-Fehler n -> r am Zeilenende.
Darányr,*,Darányi,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Darányi: Typischer ungarischer Name; Korpusbelege und Parallelität zu 'Korányi' belegen die Endung -i.
Deng,*,Deng,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Das Wort steht hinter einem Anführungszeichen (»), was auf einen Eigennamen hindeutet (z. B. Name eines Sanatoriums). Gemäß Regel 3 bleiben Eigennamen unverändert."
Denr,*,Denn,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Denn: Typischer OCR-Fehler (n -> r) am Zeilenende; 'Denn' ist eine gängige Konjunktion zu Beginn eines Satzes.
Desidei,*,Desider,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Desider: Typischer OCR-Fehler am Zeilenende; 'Desider' ist ein häufiger Name im Korpus, während 'Desidei' nicht vorkommt."
Deutschel,*,Deutschel,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Es handelt sich hierbei um einen Eigennamen (Nachname von Timotheus Deutschel), die gemäß Regel 3 unverändert bleiben."
Dieg,*,Dieg,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Es handelt sich hierbei um einen Eigennamen, der unmittelbar auf den Titel 'Dr.' folgt; gemäß Regel 3 bleiben Eigennamen unverändert."
Diesel,*,Diesel,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Eigename (Nachname), der unmittelbar auf den Vornamen Gustav folgt."
Dolle,*,Dolly,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Dolly: Häufigkeit im Korpus spricht stark für den Namen Dolly; 'e' am Zeilenende ist ein typischer OCR-Fehler für 'y'.
Dollfus,*,Dollfus,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Eigenname, der im Kontext konsistent so geschrieben wird."
Dominig,*,Dominik,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Dominik: Häufiger Eigenname im Korpus; 'g' am Zeilenende ist ein typischer OCR-Fehler für 'k'.
Dorothe,*,Dorothe,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Es handelt sich um Eigennamen in Verbindung mit deutschen Adelstiteln (Gräfin, Herzogin), was die Schreibweise 'Dorothe' als Variante von Dorothea im österreichischen Kontext plausibel macht."
Dorotheus,*,Dorotheus,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Kontext bezieht sich auf eine Person ('Grafen'), daher ist der Vorname Dorotheus korrekt und nicht das Auktionshaus Dorotheum."
Drehen,*,Drehen,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Parallelismus zum vorangehenden Wort, das ebenfalls auf '-hen' endet (z. B. 'Winden und Drehen')."
Dres,*,Dres,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: abgeschnitten
Durchi,*,Durchl,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Durchl: Abkürzung für 'Durchlaucht', passend zum Kontext des Adels und der Anrede 'Ihrer'; 'i' ist ein typischer OCR-Fehler für 'l'."
Durchlauchter,*,Durchlauchten,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Durchlauchten: Typischer OCR-Fehler (n -> r) und hohe Korpusfrequenz; grammatikalisch korrekt als Plural ('Ihre Durchlauchten').
Düsseldort,*,Düsseldorf,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Düsseldorf: Bekannter Ortsname; 't' am Zeilenende ist ein typischer OCR-Fehler für 'f'.
Ebense,*,Ebenso,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Ebenso: „Ebenso“ ist ein gängiges Adverb, während „Ebense“ im Deutschen nicht existiert."
Eche,*,Eche,*,medium,,llm,google/gemma-4-31b,2026-09-01,line-end review: Die Alternativen 'Echt' oder 'Echo' ergeben grammatikalisch nach dem Artikel 'des' keinen Sinn; es handelt sich vermutlich um einen Eigennamen (Regel 3) oder ein abgeschnittenes Wort (Regel 5).
Economc,*,Economo,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Economo: Economo ist ein gebräuchlicher Familienname und im Korpus stark vertreten, während Economc nicht existiert."
Edita,*,Edita,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigennamen bleiben gemäß Regel 3 unverändert; Edita ist ein existierender Vorname.
Edwir,*,Edwin,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Edwin: Typischer OCR-Fehler am Zeilenende (n -> r); Edwin ist ein bekannter Name, Edwir nicht."
Effekter,*,Effekten,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Effekten: Im finanziellen Kontext ist 'Effekten' (Wertpapiere) der korrekte Begriff; die Endung -en passt grammatikalisch zu 'dieser billigen'.
Egek,*,Eger,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Eger: Eger ist eine bekannte Stadt im ehemaligen Österreich-Ungarn und kommt häufig im Korpus vor, während 'Egek' nicht existiert; zudem ist ein Fehler im letzten Buchstaben der Zeile typisch für die beschr"
Ehrenpräsidenter,*,Ehrenpräsidenten,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Ehrenpräsidenten: Grammatikalisch korrekter Dativ nach 'zum' und typischer OCR-Fehler (n zu r am Zeilenende).
Ehrenzeicher,*,Ehrenzeichen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Ehrenzeichen: Typischer OCR-Fehler (n -> r am Zeilenende); 'Ehrenzeichen' ist der korrekte Begriff.
Ehrw,*,Ehrw,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Abkürzung für 'Ehrwürdiger', passend zur Aufzählung von Personen ('die Herren'); 'Ehre' wäre grammatikalisch falsch."
Eichenlaut,*,Eichenlaub,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Eichenlaub: „Eichenlaut“ ist kein existierendes Wort; „Eichenlaub“ ist im Kontext von Auszeichnungen/Dekorationen gebräuchlich.
Eins,*,Eins,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Das Wort steht in Anführungszeichen und wird von einem Komma gefolgt, was auf den Beginn eines Titels (z. B. 'Eins, Zwei, Drei') hindeutet."
Eisel,*,Eisel,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigenname (Geburtsname)
Eisensteir,*,Eisenstein,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Eisenstein: Typischer OCR-Fehler am Zeilenende (n -> r); passt zum Adelstitel 'v. u. z.' und ist im Korpus häufig vertreten.
Eiser,*,Eisen,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Eisen: Typischer OCR-Fehler (n -> r) am Zeilenende; 'Eisen' ist im Korpus häufig, während 'Eiser' nicht vorkommt."
Eiserner,*,Eisernen,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: In Satz 1 verlangt der Artikel 'der' im Genitiv Plural oder Femininum Singular die Endung '-en'; zudem passt das Fehlerbild n -> r.
Elaß,*,Elan,*,medium,,llm,google/gemma-4-31b,2026-09-01,confirms Elan: „Elaß“ ist kein existierendes Wort; „Elan“ ist ein gebräuchlicher Begriff und im Korpus belegt. Der Kontext (das Vorantreiben eines Konkordats mit Elan) ist plausibel.
Eleo,*,Eleo,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: abgeschnitten
Elisabeta,*,Elisabeth,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Elisabeth: Im Kontext von europäischem Adel (König Georg) ist 'Elisabeth' die korrekte deutsche Schreibweise; die hohe Korpusfrequenz bestätigt dies gegenüber der vermutlich falsch gelesenen Endung.
Elisabetl,*,Elisabeth,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Elisabeth: Klassischer OCR-Fehler am Zeilenende (h -> l); Elisabeth ist ein sehr häufiger Name, Elisabetl hingegen nicht."
Elisabett,*,Elisabeth,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Elisabeth: Standard-Schreibweise des Namens und hohe Häufigkeit im Korpus.
Elterr,*,Eltern,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Eltern: Typischer OCR-Fehler am Zeilenende (n -> r); grammatisch korrekt nach 'mit ihren'.
Emanuer,*,Emanuel,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Emanuel: Typischer OCR-Fehler am Zeilenende (l -> r); Emanuel ist ein häufiger Vorname.
Emin,*,Emin,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end review: Teil eines Eigennamens (Kiazim Emin); Eigennamen bleiben gemäß Regel 3 unverändert.
Emir,*,Emir,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Das Wort 'Emir' ist ein royaler Titel und passt perfekt in den Kontext 'Sohn des Königs', insbesondere in einer Zeitschrift über Adel und Gesellschaft."
Emme,*,Emma,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Emma: Der Titel 'Gräfin' im zweiten Beispiel weist eindeutig auf einen weiblichen Namen hin; 'Emma' ist zudem die weitaus häufigste Form im Korpus.
Empfangs,*,Empfangs,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Der Artikel 'einen' verlangt den Akkusativ Maskulinum Singular ('Empfang'). Da 'Empfange' grammatikalisch unmöglich ist, muss es sich hier entweder um einen Teil eines zusammengesetzten Wortes handeln"
Enkelinner,*,Enkelinnen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Enkelinnen: Pluralform nach 'beiden' erforderlich; typischer OCR-Fehler n -> r am Zeilenende.
Erbprinzer,*,Erbprinzen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Erbprinzen: Typischer OCR-Fehler am Zeilenende (n -> r); 'Erbprinzer' existiert im Deutschen nicht.
Erby,*,Erby,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Es handelt sich um einen Eigennamen (Nachname von Mr. Anthony), die gemäß Regel 3 unverändert bleiben."
Erie,*,Eric,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Der Titel 'Sir' weist auf einen englischen Namen hin; 'Eric' ist die korrekte englische Schreibweise, während 'Erie' kein gebräuchlicher Vorname in diesem Kontext ist."
Erny,*,Erny,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Eigenname; passt nicht zum beschriebenen OCR-Fehlermuster (n/m zu r), daher bleibt die Form gemäß Regel 3 erhalten."
Erstem,*,Erstem,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: In Satz 2 ist 'als Erstem' eine grammatikalisch korrekte Konstruktion im Dativ, die in Passivsätzen häufig vorkommt (z. B. 'Ihm wurde als Erstem gratuliert'). Da das Wort in beiden Beispielen auftritt"
Erzherzoginner,*,Erzherzoginnen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Erzherzoginnen: Pluralform passend zu 'die Frauen'; typischer OCR-Fehler n -> r am Zeilenende.
Essek,*,Essek,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Handelt sich um einen Ortsnamen im Kontext anderer geografischer Bezeichnungen (Jelengrad, Petrijevce); die Stadt Essen passt geografisch nicht in diesen Zusammenhang."
Esterháza,*,Esterháza,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end review: Bezieht sich auf das Schloss Esterháza, den Ort, von dem aus der Fürst aufbrach."
Euger,*,Eugen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Eugen: Typischer OCR-Fehler (r für n); insbesondere 'Erzherzog Eugen' ist eine bekannte historische Person.
Europag,*,Europas,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Europas: Genitiv Singular erforderlich ('des Neuen Europas').
Europä,*,Europä,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: abgeschnitten
FMLr,*,FMLt,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms FMLt: FMLt ist eine gängige Abkürzung für Feldmarschall-Leutnant; die hohe Korpusfrequenz gegenüber FMLr belegt dies.
Fabris,*,Fabris,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Es handelt sich eindeutig um einen Eigennamen (Nachname von Oberstleutnant Angelo Fabris).
Facs,*,Facs,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Die Präposition 'in' deutet auf einen Ortsnamen hin; 'Fach' ergibt in diesem Kontext keinen Sinn.
Fahner,*,Fahnen,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Fahnen: Kontext 'Giebel' deutet auf Dekoration (Fahnen) hin; typischer OCR-Fehler n -> r am Zeilenende.
Falb,*,Falb,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Es handelt sich offensichtlich um einen Eigennamen in einer Liste von Personen/Familien ('v. Falb'), daher bleibt der Name gemäß Regel 3 unverändert."
Familier,*,Familien,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Familien: Grammatikalisch ist in allen drei Kontexten der Plural 'Familien' erforderlich; zudem entspricht die Verwechslung von 'n' mit 'r' am Zeilenende dem beschriebenen OCR-Fehler.
Fayet,*,Fayet,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigenname in französischem Kontext (Mademoiselle de Fayet); bleibt gemäß Regel 3 unverändert.
Feindt,*,Feindt,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: Eigenname (Nachname von Cilly Feindt)
Feldh,*,Feldh,*,high,,llm,google/gemma-4-31b,2026-09-01,"line-end misread: Es handelt sich offensichtlich um eine militärische Rangabkürzung (z. B. für Feldhauptmann), die in einer Liste von Namen und Rängen (wie Oblt., ResLts.) steht; 'Felde' ist in diesem Kontext unsinnig."
Feldj,*,Feldj,*,high,,llm,google/gemma-4-31b,2026-09-01,line-end misread: abgeschnitten
Ferdinano,*,Ferdinand,*,high,,llm,google/gemma-4-31b,2026-09-01,"confirms Ferdinand: Häufiger Vorname in Adelskreisen; 'Ferdinano' ist keine gängige Form, 'Graf Ferdinand' ist grammatikalisch und historisch plausibel."
Ferdinant,*,Ferdinand,*,high,,llm,google/gemma-4-31b,2026-09-01,confirms Ferdinand: Standard-Schreibweise des Vornamens; 'Ferdinant' ist ein typischer OCR-Fehler.
