left,right,form,source,model,decided_on,note
Dirndl,kostüme,join,llm,google/gemma-4-31b,2026-08-25,Zweiter Teil ist klein geschrieben; es handelt sich um ein zusammengesetztes Substantiv.
Don,Bartholome,split,llm,google/gemma-4-31b,2026-08-25,Titel ('Don') und Vorname ('Bartholome') einer Person werden getrennt geschrieben.
Donau,wörth,join,llm,google/gemma-4-31b,2026-08-25,"Donauwörth ist ein Ortsname; der zweite Teil beginnt klein, was auf eine Worttrennung hindeutet."
Douglas,Hamilton,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um den Doppelnamen einer Person aus dem Hochadel, was in dieser Zeitschrift typischerweise mit einem Bindestrich gesetzt wird."
Dr.-Ing,Hermann,period,llm,google/gemma-4-31b,2026-08-25,Abkürzung des Titels Dr.-Ing.
Drag,Rgt,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um das Substantiv-Kompositum 'Dragoner-Regiment' (abgekürzt Drag.-Rgt.). Die Zeitung setzt Komposita häufig mit Bindestrich, was auch durch Textstelle 1 ('Drag.- | Rgt') belegt ist."
Drag,Rgte,hyphen,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um das Kompositum 'Dragoner-Regiment' in abgekürzter Form (Drag.-Rgte.). Die Zeitung setzt Substantiv-Komposita dieser Zeit konsequent mit Bindestrich.
Drag,Rgtes,hyphen,llm,google/gemma-4-31b,2026-08-25,"Abkürzung eines Substantiv-Komposita ('Dragoner-Regiment'), die in dieser Zeitung typischerweise mit Bindestrich gesetzt wird."
Drag,Rgts,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein Titelkompositum (Dragoner-Regiment), das in dieser Zeitung konsequent mit Bindestrich gesetzt wird; Beleg in Textstelle 1 ('Drag.- | Rgts.')."
Drag,Rittm,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um das Titelkompositum 'Dragoner-Rittmeister', das in dieser Zeitung (wie im Beispiel 2 explizit sichtbar) mit Bindestrich gesetzt wird."
Dragoner,Rgts,hyphen,llm,google/gemma-4-31b,2026-08-25,"Kompositum aus Truppengattung und Abkürzung für Regiment (Dragoner-Regiment), in dieser Zeit häufig mit Bindestrich gesetzt."
Drasche,d’Orval,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen Doppelnamen des Adels, was in dieser Zeitung konsequent mit Bindestrich gesetzt wird."
Duchess,Nina,split,llm,google/gemma-4-31b,2026-08-25,"Titel (""Duchess"") und Name (""Nina"") derselben Person werden ohne Satzzeichen getrennt."
Ducs,d’Estissac,split,llm,google/gemma-4-31b,2026-08-25,Titel (Duc) und Name (d’Estissac) derselben Person werden ohne Satzzeichen getrennt geschrieben.
Ebner-Eschen,bach,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil 'bach' ist kleingeschrieben; es handelt sich um die Fortsetzung des Namens Ebner-Eschenbach.
Edgar,Graf,split,llm,google/gemma-4-31b,2026-08-25,Vorname gefolgt von Titel und Familiennamen derselben Person.
Eichel,Streiber,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen Doppelnamen des Adels, was durch den Beleg im Korpus und die Konstruktion 'geb. v.' bestätigt wird."
Einj,Freiw,period,llm,google/gemma-4-31b,2026-08-25,"„Einj.“ ist die gängige Abkürzung für „Einjähriger“ (im Sinne von Einjähriger-Freiwilliger), und Abkürzungen werden in dieser Zeitung mit einem Punkt gekennzeichnet."
Elisa,beth-Ordens,join,llm,google/gemma-4-31b,2026-08-25,Das Wort 'Elisabeth-Ordens' wurde mitten im Namen 'Elisabeth' getrennt; der zweite Teil beginnt kleingeschrieben.
Elisabeth,Charlotte,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um zwei Vornamen einer Person (Erzherzogin Elisabeth Charlotte), die im Deutschen üblicherweise ohne Bindestrich geschrieben werden."
Elisabeth,Marie,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen zusammengesetzten Vornamen einer Person (Fürstin Elisabeth Marie bzw. Kind Elisabeth Marie), was in dieser Zeit üblicherweise ohne Bindestrich geschrieben wurde."
Endre,Bánffy,split,llm,google/gemma-4-31b,2026-08-25,Vorname und Familienname einer Person; kein Bindestrich oder Satzzeichen erforderlich.
Erbober,gespans,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil beginnt klein geschrieben und es handelt sich um den historischen Titel 'Erbobergespan' im Genitiv.
Erdödy,HR,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um eine Namensliste mit Titeln/Rängen und Nummern; 'HR.' (wahrscheinlich Hofrat) ist ein Titel, der ohne Satzzeichen nach dem Namen folgt, analog zu 'Rosetti HR. 6'."
Ernst,Gideon,hyphen,llm,google/gemma-4-31b,2026-08-25,"Die Häufigkeit im Korpus spricht für den Bindestrich (7 vs 5), und in dieser Zeitung werden Doppelnamen sowie Komposita im Adel sehr häufig mit Bindestrich gesetzt."
Ersatz,mitglieder,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil ist kleingeschrieben, was auf eine Worttrennung mitten im Stamm eines Komposums hindeutet (Ersatzmitglieder)."
Erzherzog,in,split,llm,google/gemma-4-31b,2026-08-25,"In beiden Kontexten ist 'Erzherzog' ein maskulines Substantiv ('der Herr', 'blutjunger'), gefolgt von der Präposition 'in'; eine Zusammenführung zu 'Erzherzogin' (weiblich) ist inhaltlich falsch."
Esk,Chef,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein Titelkompositum (Eskadron-Chef), bei dem der erste Teil abgekürzt ist; solche Verbindungen wurden in dieser Zeit typischerweise mit Bindestrich gesetzt."
Ester,házy-Andrássy,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil beginnt kleingeschrieben ('házy'), was auf eine Worttrennung mitten im Namen Esterházy hindeutet."
Esterházy,utca,hyphen,llm,google/gemma-4-31b,2026-08-25,Straßennamen in Budapest (Eigenname + 'utca' für Straße) werden hier mit Bindestrich gesetzt; belegt durch Korpus.
Ethel,Nicholson,split,llm,google/gemma-4-31b,2026-08-25,Vorname und Nachname einer Person; kein Bindestrich oder Satzzeichen dazwischen.
Eugen,Herrn,comma,llm,google/gemma-4-31b,2026-08-25,Appositionszusatz 'Herrn auf...' zur näheren Bestimmung der Person
Eugen,Lubomirski,split,llm,google/gemma-4-31b,2026-08-25,Vorname und Nachname einer Person werden ohne Satzzeichen getrennt geschrieben.
Eugen,Wratislaw,split,llm,google/gemma-4-31b,2026-08-25,Vorname und Nachname einer Person
Euger,und,split,llm,google/gemma-4-31b,2026-08-25,Die Konjunktion 'und' verbindet hier zwei Personen in einer Aufzählung bzw. ein Elternpaar; es ist kein Satzzeichen oder Bindestrich nötig.
Europa,Internat,period,llm,google/gemma-4-31b,2026-08-25,Titel 'Das neue Europa' endet; 'Internat.' ist hier eine Abkürzung für 'internationale' (internationale Monatsschrift).
Eva,Maria,split,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um einen Doppelvorname (Eva Maria) einer Person; im Kontext der Namensliste ist dies die wahrscheinlichste Form.
Eva,Marie,split,llm,google/gemma-4-31b,2026-08-25,Doppelvorname einer Person; im Korpus und Kontext als zwei getrennte Wörter ohne Bindestrich üblich.
Eva,Reichlin-Meldegg,split,llm,google/gemma-4-31b,2026-08-25,Vorname und Nachname einer Person werden ohne Satzzeichen getrennt.
FMLts,Löbl,period,llm,google/gemma-4-31b,2026-08-25,FMLts. ist eine Abkürzung für den Rang Feldmarschall-Leutnant; Titelabkürzungen werden mit einem Punkt versehen.
Fabrikaten,sorten,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil 'sorten' ist kleingeschrieben, was auf eine Worttrennung mitten im Kompositum hindeutet; 'Fabrikatensorten' ist ein gängiges zusammengesetztes Substantiv."
Familien,Baron,comma,llm,google/gemma-4-31b,2026-08-25,"Das Wort 'Familien' steht hier als einleitender Begriff für eine nachfolgende Aufzählung von Personen bzw. Familien ('die Familien, Baron v. Freyberg, Grafen Reuttner...'), was in Gesellschaftsnachric"
Feld,ArtRgt,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein Substantiv-Kompositum (Feldartillerie-Regiment), das in dieser Zeitung typischerweise mit Bindestrich gesetzt wird; 'ArtRgt' ist die Abkürzung für Regiment."
Feldhaub,Rgts,period,llm,google/gemma-4-31b,2026-08-25,Feldhaub. ist eine gängige Abkürzung für Feldhaubitzen; gemäß Faustregel führt ein verkürzter Begriff am Zeilenende zu 'period' (analog zu 'türk. Kriegsmin.').
Feldkan,Rgt,period,llm,google/gemma-4-31b,2026-08-25,Feldkan. ist eine gängige Abkürzung für Feldkanone/Feldkanonier in Verbindung mit Rgt. (Regiment).
Feldzeug,meistern,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil ist kleingeschrieben und es handelt sich um den militärischen Rang 'Feldzeugmeister' im Dativ Plural.
Felsö-Szeme,réd,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil 'réd' ist kleingeschrieben und vervollständigt den Ortsnamen Felsö-Szemeréd.
Ferdinand,Max,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um zwei Vornamen einer Person (Ferdinand Max), die ohne Satzzeichen nebeneinander stehen."
Ferrari,d’Occhieppo,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen italienischen Adelstitel/Namen mit Partikel ('d''), die im Deutschen als separates Wort ohne Bindestrich geschrieben wird."
Festes,stimmung,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil ist kleingeschrieben und vervollständigt das Substantiv 'Festestimmung' (historische Variante von Feststimmung).
Fitz,Patrick,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um den Namen Fitz Patrick; die Häufigkeitsstatistik im Korpus zeigt eine deutliche Präferenz für die getrennte Schreibweise gegenüber der Bindestrich-Variante, und es liegt kein Doppel"
Flieger,Oblt,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein Titelkompositum (Flieger-Oberleutnant), die in dieser Zeitung konsequent mit Bindestrich gesetzt werden."
Flügel,Adj,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um den Titel 'Flügel-Adjutant'. Da der zweite Teil ('Adj') großgeschrieben ist und es ein Titelkompositum ist, ist gemäß den Faustregeln 'hyphen' die richtige Wahl."
Formvoll,endung,join,llm,google/gemma-4-31b,2026-08-25,"Zweiter Teil klein geschrieben; es handelt sich um das Wort 'Formvollendung', das mitten im Stamm zerschnitten wurde."
Fours,Walderode,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen Doppelnamen des Adels (Des Fours-Walderode), was durch die hohe Häufigkeit im Korpus und den Kontext bestätigt wird."
Fr,Martha,period,llm,google/gemma-4-31b,2026-08-25,"„Fr.“ ist die gängige Abkürzung für „Frau“, insbesondere in Aufzählungen von Personen und Titeln (analog zu „Frl.“ im Kontext)."
Fra,Galeazzo,split,llm,google/gemma-4-31b,2026-08-25,Titel (Fra) und Vorname (Galeazzo) derselben Person.
France,Rosen,hyphen,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um die Rosensorte 'La France'; Komposita mit Eigennamen werden in dieser Zeitung typischerweise mit Bindestrich gesetzt.
Francesco,Salata,split,llm,google/gemma-4-31b,2026-08-25,Vorname und Nachname einer Person; kein Bindestrich oder Satzzeichen dazwischen.
Francken-Sierstorpff,geb,comma,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um eine Apposition (Geburtsname), die in gesellschaftlichen Namenslisten und Texten dieser Zeit üblicherweise durch ein Komma vom Ehenamen getrennt wird."
Frangois,Poncet,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen Doppelnamen (diplomatisches Personal), was in dieser Zeitschrift typischerweise mit Bindestrich gesetzt wird."
Franz,Anton,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um die Vornamen einer Person (Franz Anton), die im Deutschen üblicherweise ohne Bindestrich geschrieben werden."
Franz,Josef,split,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um zwei Vornamen einer Person; im österreichischen Kontext dieser Zeit werden diese üblicherweise ohne Bindestrich geschrieben.
Franz,Josef-Ordens,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um den Namen eines Ordens (Franz-Josef-Orden); da der zweite Teil bereits mit '-Ordens' hypheniert ist, muss auch die Verbindung zwischen Vor- und Rufname hypheniert werden."
Franz,Joseph,split,llm,google/gemma-4-31b,2026-08-25,Es handelt sich um den Vornamen des Kaisers; die Korpusdaten belegen eindeutig die getrennte Schreibweise 'Franz Joseph'.
Franz,Joseph-O,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um den Franz-Joseph-Orden; bei Titelkomposita und Namen von Orden wird im historischen Kontext ein Bindestrich gesetzt, insbesondere da der zweite Teil bereits die Abkürzung '-O.' für"
Franz,Joseph-Ordens,hyphen,llm,google/gemma-4-31b,2026-08-25,Eigenname in einem Titelkompositum (Franz-Joseph-Orden)
Franz,Joseph-Universität,hyphen,llm,google/gemma-4-31b,2026-08-25,Eigenname in einem Titelkompositum (Institutionenname)
Franz,Josephs-O,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um den Namen eines Ordens (Franz-Josephs-Orden), bei dem die Namensteile im Kompositum mit Bindestrichen verbunden werden."
Franz,Josephs-Ordens,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um den Namen eines Ordens (Franz-Josephs-Orden), bei dem die Namensteile im Kompositum mit Bindestrichen verbunden werden."
Franz,Wertheim-Gedenkrennen,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein zusammengesetztes Eigenname-Kompositum (Name des Rennens), wobei die Zeitung laut Instruktion auch gewöhnliche Komposita und Eigennamen sehr oft mit Bindestrichen setzt."
Franz,Xaver,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um den Doppelvornamen 'Franz Xaver', der im Korpus überwiegend ohne Bindestrich geschrieben wird."
Franz-Joseph,Ordens,hyphen,llm,google/gemma-4-31b,2026-08-25,Kompositum aus Eigenname und Substantiv (Franz-Joseph-Orden).
Frauen,Der,period,llm,google/gemma-4-31b,2026-08-25,"Das Wort 'Frauen' schließt den Satz ab, und 'Der' beginnt einen neuen Satz."
Freg,Kpt,period,llm,google/gemma-4-31b,2026-08-25,"Der linke Teil 'Freg.' ist eine gängige Abkürzung für 'Fregatten-', gefolgt vom Rang 'Kpt.' (Kapitän). Dies entspricht dem Muster abgekürzter Titel/Ränge, wie im Beispiel 'Geh. Rat' beschrieben."
Freg,Lt,period,llm,google/gemma-4-31b,2026-08-25,"Abkürzung eines militärischen Ranges (Fregattenleutnant), analog zum Beispiel 'Geh. Rat'."
Freund,in,split,llm,google/gemma-4-31b,2026-08-25,"Grammatikalisch ist 'mit einem Freund' (maskulin) korrekt; 'join' würde 'einem Freundin' ergeben, was falsch ist. 'in' leitet hier die Richtungsangabe ein."
Freyberg,Eisenberg-Allmendingen,hyphen,llm,google/gemma-4-31b,2026-08-25,Doppelname des Adels
Frieden,thal-Falkenhausen,join,llm,google/gemma-4-31b,2026-08-25,"Der zweite Teil beginnt kleingeschrieben ('thal'), was auf eine Trennung mitten im Wort 'Friedenthal' innerhalb des Doppelnamens Friedenthal-Falkenhausen hindeutet."
Friedl,Böhm,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen Vor- und Nachnamen einer Person ('die Sängerin Friedl Böhm', 'Frau Friedl Böhm'), was im Deutschen ohne Bindestrich geschrieben wird."
Friedl,Faulhaber,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um Vorname und Nachname einer Person ('Friedl Faulhaber'), nicht um einen Doppelnamen oder eine Aufzählung."
Friedrich,August,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um Vor- und Rufnamen einer Person (König Friedrich August III.), die im Deutschen getrennt geschrieben werden."
Friedrich,Franz,split,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um einen Doppelvorname (Friedrich Franz), der im Korpus überwiegend ohne Bindestrich geschrieben wird."
Friedrich,Karl,split,llm,google/gemma-4-31b,2026-08-25,"Friedrich Karl ist hier als Doppelvorname einer Person zu lesen, was im Korpus und in den Kontexten durchweg als zwei separate Wörter ohne Bindestrich belegt ist."
Friedrich,Wilhelm,split,llm,google/gemma-4-31b,2026-08-25,"Friedrich Wilhelm ist ein gebräuchlicher Doppelvorname, der im Korpus überwiegend als zwei getrennte Wörter ohne Bindestrich erscheint."
Frieß,nitz,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil beginnt klein und zusammen bilden die Teile den Ortsnamen 'Frießnitz'.
Frl,Amelie,period,llm,google/gemma-4-31b,2026-08-25,"„Frl“ ist die gängige Abkürzung für „Fräulein“, die zwingend einen Punkt benötigt."
Frl,Paulette,period,llm,google/gemma-4-31b,2026-08-25,Frl ist eine gängige Abkürzung für Fräulein und wird daher mit einem Punkt gesetzt.
Frl,Valerie,period,llm,google/gemma-4-31b,2026-08-25,„Frl.“ ist die gängige Abkürzung für „Fräulein“.
Frühjahrs,toiletten,join,llm,google/gemma-4-31b,2026-08-25,Der zweite Teil ist kleingeschrieben und bildet zusammen mit dem ersten Teil ein gewöhnliches Substantiv-Kompositum (Frühjahrstoiletten).
Fuad,Effendi,split,llm,google/gemma-4-31b,2026-08-25,"Effendi ist ein osmanischer Titel, der nach dem Namen steht; Titel und Name derselben Person werden getrennt geschrieben."
Förster-Streffleur,und,split,llm,google/gemma-4-31b,2026-08-25,Aufzählung von Personen; 'und' verbindet die Namen ohne Satzzeichen oder Bindestrich.
Fünf,Uhr-Tee,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein zusammengesetztes Substantiv (Fünf-Uhr-Tee), das im historischen Satz dieser Zeitung typischerweise mit Bindestrichen gegliedert wird."
Fürsten,tume,join,llm,google/gemma-4-31b,2026-08-25,Zweiter Teil kleingeschrieben; es handelt sich um die Trennung des Substantivs 'Fürstentum'.
GGren,Rgt,period,llm,google/gemma-4-31b,2026-08-25,"Der linke Teil 'GGren' ist eine gängige militärische Abkürzung für 'Garde-Grenz', was gemäß den Faustregeln (Fall a) zur Form 'period' führt."
GGren,Rgts,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein Substantiv-Kompositum (Garde-Grenz-Regiment), das in dieser Zeitung typischerweise mit Bindestrich gesetzt wird; zudem ist der zweite Teil großgeschrieben und im zweiten Textbei"
GUl,Rgt,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein Substantiv-Kompositum (Garde-Ulanen-Regiment), das in dieser Zeitung und im militärischen Kontext des späten 19. Jahrhunderts typischerweise mit Bindestrich gesetzt wurde, wie a"
GUl,Rgts,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein Titelkompositum (Gardes-Ulanen-Regiment), das in dieser Zeitung typischerweise mit Bindestrich gesetzt wird; zudem findet sich der Bindestrich explizit in zwei der drei Textbeis"
Garde,FeldartR,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um eine militärische Bezeichnung (Garde-Feldartillerie-Regiment), die in dieser Zeit und in diesem Blatt typischerweise mit Bindestrich gesetzt wurde."
Garde,Rgt,hyphen,llm,google/gemma-4-31b,2026-08-25,"Es handelt sich um ein Substantiv-Kompositum ('Garde-Regiment'), wobei das zweite Glied als Abkürzung 'Rgt.' steht; solche Zusammensetzungen werden in dieser Zeitung typischerweise mit Bindestrich ges"
